stop_id,stop_code,stop_name,stop_lat,stop_lon
1800SG36361,manjgjpw,"Hawk Green, Ridge Road/Hawk Green Road (O/s House 30)",53.38434,-2.05885
1800SG36371,manjgjta,"Hawk Green, Ridge Road/Hawk Green Road (O/s House 47)",53.38408,-2.05855
1800SG36381,manjgjtd,"Hawk Green, Barnsfold Rd/Hawk Green (Os House 2)",53.38264,-2.06268
1800SG36391,manjgjtg,"Hawk Green, Thornholme Road/Telford Road (O/s House 26)",53.38616,-2.06160
1800SG36401,manjgjtj,"Marple, Waterside/Goyt Avenue (O/s House 35)",53.38827,-2.06243
1800SG36411,manjgjtm,"Marple, Waterside/Waterside Avenue (Opp House 12)",53.39087,-2.06194
1800SG36421,manjgjtp,"High Lane (Stockport), Buxton Road/Bull's Head (Railway Bridge)",53.36517,-2.07656
1800SG36431,manjgjtw,"High Lane (Stockport), Buxton Road/Horse Shoe Inn (Opp Bulls Head)",53.36502,-2.07571
1800SG36441,manjgjwa,"High Lane (Stockport), Buxton Road/Dog and Partridge (Dog & Partridge)",53.36433,-2.07316
1800SG36451,manjgjwd,"High Lane (Stockport), Buxton Road/Dog and Partridge (Op Dog & Part)",53.36438,-2.07221
1800SG36461,manjgjwg,"High Lane (Stockport), Buxton Road/Brookside Lane (Wooden Shelter)",53.36411,-2.07036
1800SG36471,manjgjwj,"High Lane (Stockport), Buxton Road/Andrews Lane (O/s House 145)",53.36392,-2.06659
1800SG36481,manjgjwm,"High Lane (Stockport), Buxton Road/Carr Brow (O/s House 158)",53.36362,-2.06435
1800SG36491,manjgjwp,"High Lane (Stockport), Buxton Road/Alders Road (Larchfield)",53.36244,-2.06149
1800SG36501,manjgjwt,"High Lane (Stockport), Buxton Road/Alders Road (Nr House 202)",53.36162,-2.06062
1800SG37331,manjgmad,"Marple Bridge, Lower Fold/Marple Bridge (Shop)",53.40232,-2.05356
1800SG37341,manjgmag,"Marple Bridge, Lower Fold/Ludworth School (School)",53.40355,-2.05242
1800SG37351,manjgmaj,"Cote Green (Marple Bridge), Compstall Road/Windsor Castle (Op House 176)",53.40666,-2.05264
1800SG37361,manjgmam,"Cote Green (Marple Bridge), Compstall Road/Greenbank Road (Os House 158)",53.40720,-2.05259
1800SG37371,manjgmap,"Cote Green (Marple Bridge), Compstall Road/Northumberland Arms (Os Pub)",53.40950,-2.05317
1800SG37381,manjgmat,"Cote Green (Marple Bridge), Compstall Road/Northumberland Arms (Op House 58)",53.40974,-2.05339
1800SG37391,manjgmaw,"Compstall, Andrew Street/Compstall Village (Library)",53.41409,-2.05442
1800SG37401,manjgmda,"Compstall, Andrew Street/Compstall Village (Ethrow Park)",53.41463,-2.05448
1800SG37411,manjgmdg,"Compstall, Compstall Road/Rydeacre (Opp House 248)",53.41757,-2.06237
1800SG37421,manjgmdj,"Compstall, Compstall Road/Rydeacre (O/s House 248)",53.41737,-2.06225
1800SG37431,manjgmdm,"Cherry Tree (Romiley), Compstall Road/Corcoran Drive (O/s House 208)",53.41522,-2.06684
1800SG37441,manjgmdp,"Cherry Tree (Romiley), Compstall Road/Corcoran Drive (O/s House 199)",53.41514,-2.06733
1800SG37471,manjgmdt,"Cherry Tree (Romiley), Compstall Road/Waterloo Road (Opp School)",53.41470,-2.06992
1800SG37481,manjgmdw,"Cherry Tree (Romiley), Compstall Road/Waterloo Road (Cherry Tree Sch)",53.41485,-2.07046
1800SG37491,manjgmga,"Cherry Tree (Romiley), Compstall Road/Cherry Tree Lane (Opp pub)",53.41541,-2.07323
1800SG37501,manjgmgd,"Cherry Tree (Romiley), Compstall Road/Cherry Tree Lane (Op house 139)",53.41523,-2.07425
1800SG37511,manjgmgj,"Romiley, Compstall Road/Birchvale Drive (O/s House 109)",53.41489,-2.07723
1800SG37521,manjgmgm,"Romiley, Compstall Road/Birchvale Drive (O/s House 134)",53.41476,-2.07785
1800SG37531,manjgmgp,"Romiley, Compstall Road/Sandy Lane (Funeral Service)",53.41421,-2.08426
1800SG37541,manjgmgt,"Romiley, Compstall Road/Sandy Lane (Nat West)",53.41423,-2.08599
1800SG37551,manjgmgw,"Romiley, Stockport Road/Romiley Station  (Stop A)",53.41388,-2.08931
1800SG37561,manjgmja,"Romiley, Stockport Road/Romiley Station  (Stop B)",53.41378,-2.08973
1800SG37571,manjgmjd,"Romiley, Stockport Road/Duke of York (Os House 7)",53.41328,-2.09662
1800SG37581,manjgmjg,"Romiley, Stockport Road/Duke of York (Shops)",53.41347,-2.09709
1800SG37591,manjgmjm,"Romiley, Gorsey Road/Hatherlow (O/s House 10)",53.41252,-2.10029
1800SG37601,manjgmjp,"Romiley, Gorsey Brow/Hatherlow (Opp House 8)",53.41250,-2.10045
1800SG37631,manjgmpa,"Bredbury (Stockport), School Brow/Cow & Calf (Cow And Calf)",53.41563,-2.10144
1800SG37641,manjgmpd,"Romiley, Sandy Lane/Compstall Road (Gardens)",53.41458,-2.08519
1800SG37651,manjgmpg,"Romiley, Sandy Lane/Compstall Road (Cinema)",53.41483,-2.08523
1800SG37661,manjgmpj,"Romiley, Sandy Lane/Marsden Road (O/s House 43)",53.41697,-2.08382
1800SG37671,manjgmpm,"Romiley, Sandy Lane/Marsden Road (O/s House 20)",53.41695,-2.08363
1800SG37681,manjgmpt,"Greave (Romiley), Sandy lane/Lanes Ends (Opp House 95)",53.42029,-2.08195
1800SG37691,manjgmpw,"Greave (Romiley), Greave/Lane Ends (O/s House 3)",53.42080,-2.08222
1800SG37701,manjgmta,"Greave (Romiley), Greave/Foresters Arms (Methodist Chrch)",53.42189,-2.08263
1800SG37711,manjgmtd,"Greave (Romiley), Greave/Foresters Arms (Foresters Arms)",53.42225,-2.08310
1800SG37721,manjgmtg,"Greave (Romiley), Werneth Road/Oxford Drive (Os House 70)",53.42506,-2.08396
1800SG37731,manjgmtj,"Greave (Romiley), Werneth Road/Oxford Drive (O/s House 81)",53.42538,-2.08405
1800SG37741,manjgmtm,"Greave (Romiley), Werneth Road/Pennine Road (O/s House 53)",53.42666,-2.08562
1800SG37751,manjgmtp,"Woodley (Stockport), Pennine Road/Clough Meadow (Nr House 65)",53.42893,-2.08754
1800SG37761,manjgmtw,"Woodley (Stockport), Pennine Road/Clough Meadow (O/s House 62)",53.42900,-2.08761
1800SG37771,manjgmwa,"Offerton Green, Marple Road/Dooley Lane (Nr Open Land)",53.39526,-2.09529
1800SG37781,manjgmwd,"Offerton Green, Marple Road/Offerton Road (Open Land)",53.39496,-2.09581
1800SG37791,manjgmwg,"Woodley (Stockport), Hyde Road/Pennine Road (O/s House 320)",53.43188,-2.08813
1800SG37801,manjgmwj,"Woodley (Stockport), Hyde Road/Pennine Road (O/s House 33)",53.43190,-2.08844
1800SG37811,manjgmwm,"Woodley (Stockport), Hyde Road/Ashton Street (O/s House 266)",53.43067,-2.09064
1800SG37821,manjgmwp,"Woodley (Stockport), Hyde Road/Woodley Station  (Stop A)",53.42865,-2.09474
1800SG37831,manjgmwt,"Woodley (Stockport), Hyde Road/Woodley Station  (Stop B)",53.42822,-2.09512
1800SG37841,manjgpad,"Woodley (Stockport), Hyde Road/Woodley Precinct (Ash Court Opp)",53.42579,-2.10020
1800SG37851,manjgpag,"Woodley (Stockport), Hyde Road/Woodley Precinct (Ash Court)",53.42562,-2.10026
1800SG37861,manjgpaj,"Bredbury (Stockport), Stockport Road East/St Mark's Church (St Marks Church)",53.42447,-2.10423
1800SG37871,manjgpam,"Bredbury (Stockport), Stockport Road East/St Mark's Church (O/s House 38)",53.42438,-2.10563
1800SG37881,manjgpap,"Bredbury (Stockport), Stockport Road East/Bredbury Station  (Stop B)",53.42335,-2.11113
1800SG37891,manjgpat,"Bredbury (Stockport), Stockport Road East/Bredbury Station  (Stop A)",53.42361,-2.11058
1800SG37901,manjgpaw,"Bredbury Green, Bredbury Green/The Ridgeway (O/s House 37)",53.41087,-2.10448
1800SG37911,manjgpda,"Bredbury Green, Bredbury Green/The Ridgeway (O/s House 50)",53.41098,-2.10483
1800SG37921,manjgpdg,"Harrytown, Harrytown/Werneth School (Harrytown Sch)",53.41248,-2.10569
1800SG37931,manjgpdj,"Harrytown, Harrytown/High School (Hrrytwn Sch Opp)",53.41393,-2.10527
1800SG37941,manjgpdm,"Harrytown, Harrytown/Highfield Avenue (O/s House 1)",53.41438,-2.10542
1800SG37961,manjgpdp,"Bredbury (Stockport), Higher Bents Lane/Bents Avenue (Opp House 83a)",53.41679,-2.10584
1800SG37971,manjgpdt,"Bredbury (Stockport), Higher Bents Lane/Bents Avenue (O/s House 75)",53.41722,-2.10579
1800SG37981,manjgpdw,"Bredbury (Stockport), Higher Bents Lane/The Queens (Opp House 22)",53.41973,-2.10881
1800SG37991,manjgpga,"Bredbury (Stockport), Lower Bents Lane/The Queens (Trophy Shop)",53.42019,-2.11027
1800SG38001,manjgpgd,"Bredbury (Stockport), Lower Bents Lane/Social Club  (Stop C)",53.42214,-2.11351
1800SG38011,manjgpgj,"Bredbury (Stockport), Stockport Rd East/Lower Bents Lane  (Stop B)",53.42281,-2.11377
1800SG38021,manjgpgm,"Bredbury (Stockport), Stockport Rd West/Lower Bents Lane  (Stop A)",53.42234,-2.11528
1800SG38031,manjgpgp,"Bredbury (Stockport), Stockport Road West/Morrisons (Opp Supermarket)",53.42175,-2.11904
1800SG38041,manjgpgt,"Bredbury (Stockport), Stockport Road West/Morrisons (Opp House 169)",53.42193,-2.11905
1800SG38051,manjgpgw,"Lower Bredbury, Stockport Road West/Travellers Call (Op House 412)",53.42055,-2.12270
1800SG38061,manjgpja,"Lower Bredbury, Stockport Road West/Travellers Call (O/s House 414)",53.42067,-2.12280
1800SG38071,manjgpjd,"Lower Bredbury, Stockport Road West/Bredbury Bar (Opp House 459)",53.41743,-2.12966
1800SG38081,manjgpjg,"Lower Bredbury, Stockport Road West/Bredbury Bar (O/s House 465)",53.41702,-2.13059
1800SG38091,manjgpjm,"Stockport, Stockport Road West/Vernon Park (Gas Board Offic)",53.41553,-2.13728
1800SG38101,manjgpjp,"Stockport, Stockport Road West/Vernon Park (Park)",53.41529,-2.13813
1800SG38111,manjgpjt,"Lower Bredbury, Osborne Street/Yew Tree (Yew Tree Opp)",53.41669,-2.12084
1800SG38141,manjgpma,"Lower Bredbury, Ashton Road/Travellers Call (Nr Public Hse)",53.42174,-2.12169
1800SG38151,manjgpmd,"Castle Hill (Stockport), Ashton Road/Oldmoor Road (Nr Railway)",53.42719,-2.12117
1800SG38161,manjgpmg,"Castle Hill (Stockport), Ashton Road/Oldmoor Road (Op Depot)",53.42534,-2.12154
1800SG38171,manjgpmj,"Castle Hill (Stockport), Ashton Road/Horsfield Arms (Op Horsfield Ar)",53.42960,-2.12092
1800SG38181,manjgpmp,"Castle Hill (Stockport), Ashton Road/Stuart Road (Op Unique Syste)",53.43126,-2.12092
1800SG38191,manjgpmt,"Castle Hill (Stockport), Ashton Road/Bredbury Parkway (Op Pumping Stay)",53.43361,-2.11876
1800SG38201,manjgpmw,"Castle Hill (Stockport), Ashton Road/Arden Arms (Arden Arms Opp)",53.43630,-2.11630
1800SG38211,manjgpta,"Castle Hill (Stockport), Ashton Road/Arden Arms (Arden Arms)",53.43615,-2.11598
1800SG38221,manjgptd,"Castle Hill (Stockport), Lingard Lane/Ashton Road (Op Tyre Depot)",53.42897,-2.12195
1800SG38231,manjgptg,"Castle Hill (Stockport), Lingard Lane/Ashton Road (Nr Moorfield Hs)",53.42904,-2.12236
1800SG38241,manjgptj,"Brinnington, Middlesex Road/Shropshire Avenue (Opp House 49)",53.43055,-2.13153
1800SG38251,manjgptm,"Brinnington, Middlesex Road/The Link  (Stop B)",53.43159,-2.13439
1800SG38261,manjgptp,"Brinnington, Brinnington Road/Farmers Arms (Farmers Armsopp)",53.42821,-2.13015
1800SG38271,manjgptw,"Brinnington, Brinnington Road/Farmers Arms (Farmers Arms)",53.42823,-2.13089
1800SG38281,manjgpwa,"Brinnington, Northway/Lapwing Lane  (Stop A)",53.43293,-2.13377
1800SG38291,manjgpwd,"Brinnington, Holtwood Walk/Blackberry Lane (Bus Terminus)",53.43404,-2.13284
1800SG38301,manjgpwg,"Brinnington, Northumberland Road/Hollow End (Opp House 152)",53.43375,-2.13940
1800SG38311,manjgpwj,"Brinnington, Blackberry Lane/Lapwing Lane (Opp House 64)",53.43467,-2.13686
1800SG38321,manjgpwm,"Brinnington, Northumberland Road/Dunton Green (Opp House 122)",53.43264,-2.13944
1800SG38331,manjgpwp,"Brinnington, Northumberland Road/Maycroft (O/s House 97)",53.43053,-2.13793
1800SG38341,manjgpwt,"Brinnington, Northumberland Road/Exmouth Avenue (Church)",53.42813,-2.13523
1800SG38351,manjgtad,"Brinnington, Brinnington Road/Northumberland Rd (Scout Hall)",53.42646,-2.13247
1800SG38361,manjgtag,"Brinnington, Brinnington Road/Brinnington Shops (Op Hse 358)",53.42588,-2.13323
1800SG38371,manjgtaj,"Brinnington, Brinnington Road/Manor Road (O/s House 322)",53.42411,-2.13479
1800SG38381,manjgtam,"Brinnington, Brinnington Road/Manor Road (House 305)",53.42365,-2.13578
1800SG38391,manjgtap,"Brinnington, Brinnington Road/St. Paul's School (School)",53.42120,-2.14100
1800SG38401,manjgtat,"Brinnington, Brinnington Road/St Pauls School (School Opp)",53.42144,-2.14071
1800SG38411,manjgtaw,"Stockport, Brinnigton Road/Gill Street (Opp House 48)",53.41871,-2.14276
1800SG38421,manjgtda,"Stockport, Brinnington Road/Gill Street (O/s House 34)",53.41824,-2.14333
1800SG38431,manjgtdg,"Stockport, Brinnington Road/St Paul's Street (Opp House 6)",53.41756,-2.14479
1800SG38451,manjgtdj,"Stockport, Carrington Road/Offerton Street (Op House 33)",53.41598,-2.14214
1800SG38511,manjgtdm,"Cote Green (Marple Bridge), Glossop Road/Windsor Castle (Windsor Csl Opp)",53.40644,-2.05202
1800SG38521,manjgtdp,"Cote Green (Marple Bridge), Glossop Road/Windsor Castle (Wooden Shelter)",53.40624,-2.05152
1800SG38531,manjgtdt,"Cote Green (Marple Bridge), Glossop Road/Cote Green Road (Opp House 38)",53.40640,-2.04958
1800SG38541,manjgtdw,"Cote Green (Marple Bridge), Glossop Road (O/s House 64)",53.40689,-2.04692
1800SG38551,manjgtga,"Cote Green (Marple Bridge), Glossop Road (Nr House 25)",53.40687,-2.04646
1800SG38561,manjgtgd,"Lane Ends (Marple Bridge), Glossop Road/Lane Ends Inn (Op house 122)",53.40821,-2.04056
1800SG38571,manjgtgj,"Ernocroft, Glossop Road/Sandhill Lane (Opp Reservoir)",53.41164,-2.03360
1800SG38581,manjgtgm,"Lane Ends (Marple Bridge), Glossop Road/Werneth View (Nr Werneth View)",53.41037,-2.03698
1800SG38591,manjgtgp,"Lane Ends (Marple Bridge), Glossop Road/Werneth View (Opp Marlea)",53.41051,-2.03647
1800SG38601,manjgtgt,"Ernocroft, Glossop Road/Sandhill Lane (Nr Reservoir)",53.41183,-2.03306
1800SG38611,manjgtgw,"Ernocroft, Glossop Road/Ernocroft (Nr Open Land)",53.41557,-2.03356
1800SG38621,manjgtja,"Ernocroft, Glossop Road/Ernocroft (Openland)",53.41571,-2.03356
1800SG38631,manjgtjd,"Ernocroft, Glossop Road/Woodheys (Woodheys)",53.42109,-2.03035
1800SG38641,manjgtjg,"Ernocroft, Glossop Road/Woodheys (Woodheys Opp)",53.42114,-2.03016
1800SG38651,manjgtjm,"Ernocroft, Glossop Road/Rock Tarven (Rock Tavern Opp)",53.42276,-2.02858
1800SG38661,manjgtjp,"Ernocroft, Glossop Road/Rock Tarven (Rock Tavern)",53.42326,-2.02842
1800SG38671,manjgtjt,"Ernocroft, Glossop Road/Lower Stirrup Farm (Nr Open Land)",53.42517,-2.02590
1800SG38681,manjgtjw,"Ernocroft, Glossop Road/Lower Stirrup Farm (open Land)",53.42519,-2.02565
1800SG39011,manjgtma,"Lancashire Hill, Sandy Lane/Bankfield Street (Op House 42)",53.41993,-2.16018
1800SG39021,manjgtmd,"Lancashire Hill, Sandy Lane/Jersey Road (Op Service Stat)",53.42072,-2.15889
1800SG39031,manjgtmg,"South Reddish, Reddish Road/Health Centre (Op House 46)",53.42199,-2.15745
1800SG39041,manjgtmj,"South Reddish, Reddish Road/Greg Street (O/s House 80)",53.42268,-2.15622
1800SG39051,manjgtmp,"South Reddish, Reddish Road/Greg Street (House 89)",53.42317,-2.15575
1800SG39061,manjgtmt,"South Reddish, Reddish Road/Birdale Road (Kingdom Hall)",53.42572,-2.15433
1800SG39071,manjgtmw,"South Reddish, Reddish Road/Birkdale Road (O/s House 177)",53.42627,-2.15456
1800SG39081,manjgtpa,"South Reddish, Reddish Road/The Carousel (Public House)",53.42695,-2.15442
1800SG39091,manjgtpd,"South Reddish, Reddish Road/Newark Road (O/s House 221)",53.42786,-2.15458
1800SG39101,manjgtpg,"South Reddish, Reddish Road/The Rectory (O/s House 212)",53.42959,-2.15477
1800SG39111,manjgtpj,"South Reddish, Reddish Road/Broomfield Post Office (House 283)",53.43033,-2.15530
1800SG39121,manjgtpm,"South Reddish, Reddish Road/Brunton Road (Park Play Area)",53.43229,-2.15602
1800SG39131,manjgtpt,"South Reddish, Reddish Road/Brunton Road (House 337)",53.43279,-2.15651
1800SG39141,manjgtpw,"South Reddish, Reddish Road/Greg Street (O/s House 304)",53.43459,-2.15709
1800SG39151,manjgtwa,"South Reddish, Reddish Road/Greg Street (Op House 376)",53.43498,-2.15792
1800SG39161,manjgtwd,"Reddish (Stockport), Reddish Road/Houldsworth Square  (Stop C)",53.43663,-2.15938
1800SG39181,manjgtwg,"Reddish (Stockport), Reddish Road/Houldsworth Square  (Stop D)",53.43707,-2.15943
1800SG39191,manjgtwj,"Reddish (Stockport), Broadstone Road/Houldsworth Square  (Stop B)",53.43723,-2.16023
1800SG39211,manjgtwp,"Reddish (Stockport), Broadstone Road/Sylvia Grove (Op Carpark)",53.43599,-2.16248
1800SG39221,manjgtwt,"Reddish (Stockport), Broadstone Road/Sylvia Grove (O/s Car Park)",53.43597,-2.16290
1800SG39231,manjgwad,"Heaton Chapel (Stockport), Broadstone Road/Broadstone Mill (Os Hse 35)",53.43410,-2.16688
1800SG39241,manjgwag,"Heaton Chapel (Stockport), Broadstone Road/Broadstone Mill (Os Hse 98)",53.43428,-2.16700
1800SG39251,manjgwaj,"Heaton Chapel (Stockport), Broadstone Road/Briarfield Road (Os Hse 181)",53.43266,-2.16774
1800SG39261,manjgwam,"Heaton Chapel (Stockport), Broadstone Rd/Broadstone Hall Rd (Os Hse 166)",53.43172,-2.16876
1800SG39271,manjgwap,"Heaton Chapel (Stockport), Broadstone Rd/Broadstone Hall Rd (Os Hse 227)",53.43091,-2.16973
1800SG39281,manjgwat,"Heaton Chapel (Stockport), Broadstone Road/Appleton Road (O/s House 226)",53.43011,-2.17236
1800SG39291,manjgwaw,"Heaton Chapel (Stockport), Broadstone Road/Appleton Road (O/s House 277)",53.42977,-2.17295
1800SG39301,manjgwda,"Heaton Chapel (Stockport), Broadstone Road/George and Dragon (Nr Pub)",53.42887,-2.17514
1800SG39311,manjgwdg,"Heaton Chapel (Stockport), Broadstone Road/George and Dragon (Os Garage)",53.42870,-2.17508
1800SG39321,manjgwdj,"Heaton Chapel (Stockport), Nelstrop Road/Primary School (School Opp)",53.43112,-2.17450
1800SG39331,manjgwdm,"Heaton Chapel (Stockport), Nelstrop Road/Primary School (O/s House 39)",53.43164,-2.17470
1800SG39351,manjgwdp,"Heaton Chapel (Stockport), Marbury Road/Carnforth Road (O/s House 127)",53.43329,-2.17469
1800SG39361,manjgwdt,"Heaton Chapel (Stockport), Marbury Road/Alden Walk (O/s House 64)",53.43491,-2.17342
1800SG39371,manjgwdw,"Heaton Chapel (Stockport), Marbury Road/Alden Walk (O/s House 107)",53.43526,-2.17261
1800SG39381,manjgwga,"Heaton Chapel (Stockport), Marbury Road/Greystone Walk (Op Marbury Hous)",53.43605,-2.17230
1800SG39391,manjgwgd,"Heaton Chapel (Stockport), Marbury Road/Greystone Walk (Marbury House)",53.43597,-2.17213
1800SG39411,manjgwgm,"Heaton Chapel (Stockport), Keswick Road/Carnforth Road (Opp House 34)",53.43408,-2.17059
1800SG39421,manjgwgp,"Heaton Chapel (Stockport), Keswick Road/Carnforth Road (O/s House 31)",53.43388,-2.17015
1800SG39431,manjgwgt,"Heaton Chapel (Stockport), Carnforth Road/Tarvin Avenue (O/s House 115)",53.43574,-2.16954
1800SG39441,manjgwgw,"Heaton Chapel (Stockport), Carnforth Road/Tarvin Avenue (O/s House 100)",53.43583,-2.16930
1800SG39451,manjgwja,"North Reddish (Stockport), Windmill Lane/Hassop Road (O/s House 65)",53.44642,-2.15045
1800SG39461,manjgwjd,"North Reddish (Stockport), Windmill Lane/Heswall Road (O/s House 18)",53.44516,-2.15279
1800SG39471,manjgwjg,"North Reddish (Stockport), Windmill Lane/Mill Lane (Nr House 9)",53.44505,-2.15342
1800SG39481,manjgwjm,"North Reddish (Stockport), Longford Road/Junior School (O/s School)",53.44505,-2.15577
1800SG39621,manjgwjp,"Heald Green (Stockport), Styal Road/Osborne Grove (Grassland)",53.38165,-2.23891
1800SG39631,manjgwjt,"Gatley, Styal Road/Firs Road (O/s House 105)",53.38382,-2.24070
1800SG39641,manjgwjw,"Gatley, Styal Road/Firs Road (O/s House 110)",53.38339,-2.24034
1800SG39651,manjgwma,"Gatley, Styal Road/Styal Grove (O/s House 113)",53.38248,-2.23936
1800SG39791,manjgwmd,"Heald Green (Stockport), Styal Road/Brown Lane (Op Garage)",53.37320,-2.23884
1800SG39801,manjgwmg,"Heald Green (Stockport), Styal Road/Brown Lane (Garage)",53.37312,-2.23900
1800SG39811,manjgwmj,"Heald Green (Stockport), Styal Road/Elmsleigh Road (O/s House 195)",53.37543,-2.23960
1800SG39821,manjgwmp,"Heald Green (Stockport), Styal Road/Lomond Road (O/s House 278)",53.37598,-2.23989
1800SG39831,manjgwmt,"Heald Green (Stockport), Styal Road/Pymgate Lodge (Grassland)",53.38052,-2.23853
1800SG39841,manjgwmw,"Heald Green (Stockport), Styal Road/Pymgate Lodge (O/s House 141)",53.38031,-2.23837
1800SG39851,manjgwpa,"Shaw Heath (Stockport), Wellington Rd South/Wellington Grove  (Stop A)",53.39929,-2.15405
1800SG39861,manjgwpd,"Stockport, Wellington Road South/Longshut Lane (Op Sp Guildhall)",53.40185,-2.15667
1800SG39871,manjgwpg,"Stockport, Wellington Rd Sth/S'port College  (Stop Ac)",53.40398,-2.15809
1800SG39911,manjgwpj,"Heaton Norris, Wellington Road North/Belmont Way (Op House 106)",53.41469,-2.16869
1800SG39921,manjgwpm,"Heaton Norris, Wellington Road North/Belmont Bridge (Heathfield Terr)",53.41594,-2.16948
1800SG39931,manjgwpt,"Heaton Norris, Wellington Road North/Heaton Road (Os Sarnie Shop)",53.41933,-2.17161
1800SG39961,manjgwtd,"Heaviley, Buxton Road/Corbar Road (O/s House 212)",53.39163,-2.14460
1800SB41821,mangwmgt,"Baguley, Altrincham Road/Wellfield Road (House 449)",53.40083,-2.28070
1800SB41831,mangwmgw,"Baguley, Altrincham Road/Wellfield Road (Wyshawe Park)",53.40096,-2.28184
1800SB41841,mangwmja,"Baguley, Altrincham Road/Westage Gardens (Westage Gardens)",53.40068,-2.28563
1800SB41851,mangwmjd,"Baguley, Altrincham Road/Westage Gardens (Wythenshawe Pk)",53.40079,-2.28596
1800SB41861,mangwmjg,"Baguley, Altrincham Road/Spark Road (Mcdonalds)",53.40049,-2.28948
1800SB41871,mangwmjm,"Baguley, Altrincham Road/Spark Road (Opp House 641)",53.40069,-2.28834
1800SB41881,mangwmjp,"Baguley, Altrincham Road/Moor Road  (Stop C)",53.40086,-2.29293
1800SB42011,mangwmjt,"Northenden, Britannia Hotel  (Stop A)",53.40750,-2.26799
1800SB42021,mangwmjw,"Northenden, Britannia Hotel  (Stop B)",53.40765,-2.26790
1800SB42031,mangwmpa,"Northenden, Princess Parkway/Yew Tree Lane (M56 Slip Road)",53.41177,-2.26672
1800SB42041,mangwmpd,"Northenden, Princess Parkway/Yew Tree Lane (Park)",53.41149,-2.26589
1800SB42061,mangwmpg,"Northenden, Britannia Hotel  (Stop D)",53.40631,-2.26702
1800SB42111,mangwmpj,"Moor End (Northenden), Palatine Road/Moor End  (Stop B)",53.40649,-2.26124
1800SB42251,mangwmpm,"Northenden, Royle Green Road/Church Inn (Carron House Cp)",53.40682,-2.25506
1800SB42441,mangwmpt,"Northern Moor, Moorcroft Road/Garthorp Road (O/s House 188)",53.40856,-2.29373
1800SB42451,mangwmpw,"Northern Moor, Moorcroft Road/The Park Hotel (House 157)",53.40882,-2.29324
1800SB42461,mangwmta,"Northern Moor, Moorcroft Road/Mossdale Road (Nr House 127)",53.40976,-2.29174
1800SB42471,mangwmtd,"Northern Moor, Moorcroft Road/Mossdale Road (Bungalow's)",53.41009,-2.29122
1800SB42481,mangwmtg,"Northern Moor, Moorcroft Road/Button Lane (O/s House 77)",53.41061,-2.28792
1800SB42491,mangwmtj,"Northern Moor, Moorcroft Road/Button Lane (O/s House 60)",53.41071,-2.28771
1800SB42501,mangwmtm,"Northern Moor, Moorcroft Road/Orton Road (House 3)",53.41003,-2.28303
1800SB42541,mangwmtp,"Sharston, Sharston Road/Altrincham Road (South Court)",53.39737,-2.25728
1800SB42551,mangwmtw,"Sharston, Sharston Road/Harper Road (Electrium)",53.40060,-2.25417
1800SB42561,mangwmwa,"Sharston, Sharston Road/Longley Lane (Os Office)",53.40102,-2.25391
1800SB42771,mangwmwd,"Benchill, Royalthorn Road/Greenwood Road (Flats)",53.39670,-2.26623
1800SB42781,mangwmwg,"Benchill, Royalthorn Road/Rushey Road (O/s House 28)",53.39534,-2.26390
1800SB42791,mangwmwj,"Benchill, Benchill Road/Greenwood Road (O/s House 3)",53.39485,-2.26779
1800SB42801,mangwmwm,"Benchill, Benchill Road/Rushey Road (O/s House 14)",53.39317,-2.26480
1800SB42811,mangwmwp,"Benchill, Benchill Road/Shayfield Drive (O/s House 53)",53.39273,-2.26350
1800SB42821,mangwmwt,"Benchill, Rothley Avenue/Alders Road (O/s House 16)",53.39198,-2.26390
1800SB42831,mangwpad,"Benchill, Broadoak Road/Haveley Road (O/s House 34)",53.39020,-2.26565
1800SB42841,mangwpag,"Benchill, Broadoak Road/Hollyhedge Road (O/s House 33)",53.38957,-2.26565
1800SB42851,mangwpaj,"Benchill, Broadoak Road/Hollyhedge Road (O/s House 70)",53.38811,-2.26635
1800SB42861,mangwpam,"Wythenshawe, Broadoak Road/Honford Road (Op Hopuse 61)",53.38694,-2.26641
1800SB42871,mangwpap,"Wythenshawe, Broadoak Road/Honford Road (O/s House 65)",53.38673,-2.26586
1800SB42881,mangwpat,"Wythenshawe, Broadoak Road/Nearbrook Road (O/s House 138)",53.38531,-2.26460
1800SB42891,mangwpaw,"Wythenshawe, Broadoak Road/Poundswick Lane (O/s House 207)",53.38161,-2.26270
1800SB42901,mangwpda,"Wythenshawe, Broadoak Road/Kenninghall Road (O/s House 166)",53.38342,-2.26424
1800SB42911,mangwpdg,"Wythenshawe, Broadoak Road/Kenninghall Road (O/s House 161)",53.38309,-2.26394
1800SB42921,mangwpdj,"Wythenshawe, Broadoak Road/Nearbrook Road (O/s House 113)",53.38489,-2.26439
1800SB42991,mangwpdm,"Sharston, Altrincham Rd/Princess Parkway  (Stop B)",53.39933,-2.27058
1800SB43001,mangwpdp,"Sharston, Altrincham Rd/Princess Parkway  (Stop A)",53.39985,-2.27104
1800SB45111,mangwpdt,"Piccadilly Gardens, Piccadilly Gardens  (Stop P)",53.47993,-2.23689
1800SB45131,mangwpdw,"Piccadilly Gardens, Piccadilly Gardens  (Stop J)",53.48055,-2.23790
